job_id,role,job_title,company,location,posted_date,job_description,skills,experience_required,salary_min,salary_max,avg_salary,job_count_per_role,skill_frequency,emerging_skills,growth_rate,ai_risk,scope
5682261235,data scientist,Professor/Associate Professor/Assistant Professor- NSoMASA-Computer Science- Mumbai Campus,Narsee Monjee Institute of Management Studies ,"Mumbai, Maharashtra",2026-03-29 20:07:21+00:00,for the post of professor in computer science eligibility an eminent scholar with ph d qualification s in science discipline with computer science information technology data science artificial intelligence as a subject from an indian university or an equivalent degree from an accredited foreign university m sc degree in computer science information technology data science artificial intelligence with 55 marks or an equivalent grade in a point scale wherever the grading syst,"['data science', 'artificial intelligence']",Not specified,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
5682212469,data scientist,Machine Learning Engineer,Gabeo.ai,"Delhi, India",2026-03-29 17:51:29+00:00,immediate joiners only please apply only if you re available to start right away if you re currently serving a notice period or cannot join immediately we kindly ask that you refrain from applying we re only interested in candidates who have experience working with ai agent frameworks such as langchain langraph autogen crewai auto gpt or custom built systems if you ve explored multi agent coordination autonomous task execution memory management or tool based reasoning using,"['artificial intelligence', 'generative ai']",Not specified,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
5682149885,data scientist,OpenClaw Trajectory Specialist - 65130,Turing,"Chennai, Tamil Nadu",2026-03-29 15:55:32+00:00,about turing turing is one of the world s fastest growing ai companies accelerating the advancement and deployment of powerful ai systems turing helps customers in two ways working with the world s leading ai labs to advance frontier model capabilities and leveraging that work to build real world ai systems that solve mission critical business problems role overview we are looking for highly analytical professionals to join as s3 annotators responsible for producing and validating advanc,['artificial intelligence'],Not specified,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
5681996779,data scientist,"Software Development Engineer 2, Amazon Search Relevance Measurement",ADCI - Karnataka,"Bangalore, Karnataka",2026-03-29 11:30:07+00:00,we are seeking an exceptional software development engineer to join our relevance measurement team focused on developing innovative machine learning infrastructure and applications to enhance search quality at amazon in this pivotal role you will have the opportunity to make a significant impact on the design architecture and development of amazon s search measurement systems paving the way for the search business amazon search science builds machine learning algorithms leveraged by hund,['machine learning'],Not specified,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
5681944061,data scientist,Data Engineer,Insight Global,India,2026-03-29 09:56:01+00:00,job description one of our clients is looking for a data engineer to join their innovation excellence framework as a leader in science innovation the client seeks a motivated data engineer with minimum 3 years of hands on experience in structuring r d data sources to drive excellence across our global sites and fuel machine learning ai key responsibilities lead the transformation of unstructured data sources into standard approved structured backends design and maintain data pipelines,"['artificial intelligence', 'machine learning']",3 years,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
5681943908,data scientist,Data Scientist,Cosette Network Pvt Ltd,India,2026-03-29 09:55:47+00:00,responsibilities data collection preprocessing identify valuable data sources automate collection processes and clean preprocess structured and unstructured data to ensure accuracy modeling analysis develop tune and deploy machine learning algorithms e g predictive models clustering nlp to solve business problems strategic insights analyze data to uncover trends and patterns transforming them into actionable strategic recommendations for product marketing and engineering t,"['nlp', 'machine learning']",Not specified,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
5681943640,data scientist,DevMLSecOps,Teamware Solutions,"Bangalore, Karnataka",2026-03-29 09:55:35+00:00,devmlsecops roles responsibilities seeking a talented devmlsecops manager to lead and implement a holistic approach to developing securing and operating our ml systems you will be pivotal in fostering a culture of security and efficiency throughout the entire ml lifecycle from data exploration to model deployment and monitoring this role requires a strong technical foundation in software development machine learning operations and security principles along with team management and col,['machine learning'],Not specified,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
5681943641,data scientist,Lead/ Senior Data Engineer with Databricks_ Exp: 7 Years_ Hybrid Model,Atyeti Inc,India,2026-03-29 09:55:35+00:00,job description develop and maintain data pipelines using databricks and python solid understanding of sql and data warehousing concepts design and implement etl elt workflows for large scale data processing work with structured and unstructured data from multiple sources optimize data processing performance and cost in databricks environment collaborate with data analysts data scientists and cross functional teams implement data quality checks logging and monitoring solutions handle produ,"['python', 'sql']",Not specified,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Moderate,"Analyze data, create reports, support decisions"
5681943334,data scientist,Data Scientist,Assembly Global,"Bangalore, Karnataka",2026-03-29 09:54:47+00:00,role data scientist years of experience 2 4 years job location bangalore indiranagar work type hybrid shift timing 9 30 am to 6 30 pm notice period looking for candidate who can join us in 30 60 days responsibilities we are seeking a specialized data ml engineer with 4 yr experience to implement our advanced analytics strategy within the amazon marketing cloud amc ecosystem you will be successful in this role if you are used to leveraging amc s clean room environment to build,['machine learning'],4 years,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
5681943153,data scientist,Sr Data Scientists,Tavant,"Bangalore, Karnataka",2026-03-29 09:54:26+00:00,this role primarily involves solving complex customer business problems through the development and deployment of agentic ai workflows python based services and conversational ai solutions built on an enterprise grade ai stack this role requires proficiency with langchain and langflow frameworks for building and testing generative ai workflows and agentic pipelines proficiency in python for ai ml development microservice development and automation experience with rag pipeline design llm,"['rag', 'generative ai', 'machine learning', 'artificial intelligence', 'python', 'llm']",Not specified,0.0,0.0,0.0,143,"{'data science': 41, 'artificial intelligence': 508, 'generative ai': 58, 'machine learning': 165, 'nlp': 16, 'python': 103, 'sql': 81, 'rag': 18, 'llm': 43, 'gcp': 19, 'bigquery': 5, 'c': 54, 'google cloud': 13, 'statistics': 3, 'spark': 11, 'r': 21, 'deep learning': 31, 'prompt engineering': 11, 'data analysis': 24, 'azure': 55, 'computer vision': 8, 'javascript': 50, 'aws': 59, 'java': 84, 'pytorch': 5, 'tensorflow': 3, 'linux': 4, 'keras': 1, 'power bi': 6, 'natural language processing': 8, 'neural networks': 19, 'c++': 6, 'pyspark': 14, 'business intelligence': 19, 'snowflake': 10, 'tableau': 3, 'data analytics': 18, 'docker': 5, 'kubernetes': 7, 'mlops': 11, 'transformers': 1, 'xgboost': 1, 'kafka': 8, 'git': 7, 'excel': 42, 'mongodb': 11, 'scala': 4, 'pinecone': 1, 'flask': 5, 'nosql': 16, 'fastapi': 12, 'gitlab': 2, 'typescript': 29, 'mysql': 12, 'hadoop': 1, 'postgresql': 12, 'amazon web services': 3, 'matlab': 1, 'github': 3, 'jenkins': 4, 'shell scripting': 1, 'redis': 1}","['statistics', 'tensorflow', 'linux', 'keras', 'tableau', 'transformers', 'xgboost', 'scala', 'pinecone', 'gitlab', 'hadoop', 'amazon web services', 'matlab', 'github', 'jenkins', 'shell scripting', 'redis']",0.9285714285714286,Safe,"Build models, analyze data, deploy ML/AI systems"
